"t","a","v","w","sv","f","dv","dsv","da","dw"
0.545722502702847,0.6,-1,0.7,0.5,0.0043339791291017,0.000479464993693382,-0.00101408319432578,0.0965731624652225,-0.00736384258467786
2.43217337726383,0.6,0,0.7,0.5,1.87223573007909e-14,-4.8900361387194e-15,-1.35202213180515e-14,2.0191075903137e-12,-4.20002876341846e-14
1.18557993655559,1.5,-3,0.7,2,0.0350901675510188,0.0153181856489065,-0.00111574867964934,0.105318332035751,-0.0142428822279696
1.01681623563636,1.5,-0.2,0.5,0.5,0.157216125053033,-0.0685216344882299,-0.0487972685984008,0.282147799707877,0.07040511574143
1.8261969905463,0.6,-1,0.3,2,3.03703143722286e-11,6.02008387801786e-12,-1.09700411264188e-11,2.43486438712236e-09,7.30942501733282e-11
1.83296245941892,1.5,4,0.3,1,3.73694004338854e-05,-0.000102649811589848,0.000257789759657242,0.000136440756296639,1.50517885859707e-05
0.417668660508934,2.5,1.5,0.3,2,0.290106812695732,-0.149525100898146,0.0633946369841795,0.00864294785238401,0.0720243482532528
0.919072726520244,2.5,-3,0.5,2,0.200269291154316,0.0645489176139591,-0.0371117807268616,0.118875442916102,0.56878146941407
1.7539492610842,1.5,0,0.3,2,0.0089586486463452,-0.000502930883673426,-0.00386404400966158,0.0346118030872473,0.0234648208638771
1.91138885947876,2.5,4,0.5,1,8.00725689766357e-05,-0.000244656426103498,0.000694962122672274,-5.21362809437605e-06,-0.000199959553087693
1.56044689776609,1.5,-3,0.7,0.5,0.00213004893947822,0.00556425304285537,0.0060721271340323,0.0103768721008587,0.00263603516658715
1.53982054676162,1.5,-0.2,0.7,1,0.0322615269259444,-0.00942555209131603,-0.0168054645214458,0.113330037130351,-0.0498332246823888
1.62540429269429,1,1.5,0.7,2,0.000236656019525313,-9.8998890746295e-05,-1.97271206554555e-05,0.0033518549398151,-0.000499150750043826
1.69388583528344,2.5,-0.2,0.5,0.5,0.147655859998659,-0.0945206103114366,-0.057599620432376,0.0663549674697554,0.0993323896204241
2.61036248855526,0.6,-3,0.3,1,4.82915833231786e-17,1.02339620753422e-16,1.81962574132167e-16,5.61173256512708e-15,1.35746648747853e-16
2.49764064528281,2.5,-3,0.5,2,0.0141855524908904,0.00805775829615394,0.00270660276650777,0.0161940805254647,0.0253335594133571
0.37877500251634,1.5,-1,0.5,0.5,1.03072132740173,-0.349531110368703,-0.11905466148106,0.290708795815029,0.601682155524681
2.12588065871969,0.6,-0.2,0.3,0.5,1.25813302192675e-12,2.01417040076507e-13,-8.57103868950012e-13,1.18077925351111e-10,2.99245287023222e-12
2.6975903798826,1.5,0,0.7,2,0.00106877995858972,-9.5181047218975e-05,-0.000472112823735347,0.00727268295336608,-0.00186840485801406
0.875211033574306,1,-0.2,0.3,1,0.0258900981498312,-0.00172522957406669,-0.0119686362114608,0.173932823327439,0.0659967943605683
0.723195549787488,1.5,4,0.7,2,0.0155618679568438,-0.0157617490079877,0.0261462713092485,0.0106901465975998,-0.0357041375250831
0.0952231829171069,1,4,0.5,0.5,0.125382810372632,-0.107880622276354,0.0405799156983407,-0.440861944651136,-0.882347936184255
0.430495597887784,2.5,-0.2,0.5,0.5,0.40528009924262,-0.425871872709738,0.144995674574952,-0.332510731158047,-1.66260450499238
0.325476689112838,0.6,-3,0.7,2,0.0572900085580872,0.0138484685491535,-0.00950590894850855,0.742567519534848,-0.060879688030969
0.748810772038996,0.6,-1,0.3,1,0.000168014654047633,5.46477335402462e-05,-5.41665026431758e-05,0.00522260291257108,0.000451513852687818
2.38388485794421,2.5,4,0.5,2,0.00322892826281048,-0.00330554817116258,0.0053067481037172,0.00243215796962303,0.000623003623436252
1.81920811877353,0.6,1.5,0.7,2,2.74033233360817e-11,-1.04252343517122e-11,-4.113951432208e-12,2.18695681172281e-09,-6.21905323921526e-11
2.73493574726163,2.5,-3,0.5,2,0.0106502117806308,0.00620366536251453,0.00234806615332659,0.0134464169052832,0.017634299597006
1.70325243409025,1,0.5,0.3,1,0.000307434450990468,-0.000130971702575253,-0.000137910920154773,0.00454641205846075,0.000678973915154494
2.27932906904025,2.5,-0.2,0.5,0.5,0.0855722662833045,-0.0432886133523685,-0.051174380109939,0.0687114123256735,0.0649801047748568
1.16855707885698,1.5,1.5,0.5,1,0.0270121296656697,-0.0311759929734561,0.0214258461382316,0.0516197423157846,-0.0141687435846995
1.15117888185196,2.5,0.5,0.3,1,0.115506564609226,-0.0711769177799886,-0.0179517136266022,0.0296419929337981,0.228168238132697
0.552357396506704,1,1.5,0.7,1,0.0532695724497358,-0.0524521379065722,0.0326929506055581,0.164070121914132,-0.149192308334767
1.38725660468917,0.6,-0.2,0.5,2,1.94177029531211e-08,-6.68562812268398e-11,-8.22590334087998e-09,1.16818710518072e-06,2.49057942931895e-09
