"a","v","w","sv","sw","t0","st0"
1.34984164924415,-5.00756418564873,0.438567843474179,0.881893028908173,0.248366656443171,0.647251570453524,0.0399802892690675
1.58581389518292,3.08300875737464,0.547090748365931,0.53043713192974,0.21586911669616,0.362570413489116,0.174060289168099
0.600160614372894,-0.559043794123776,0.393170025639487,1.48902949545959,0.357450674748493,0.568294214341306,0.148505239090109
1.16339672058624,-3.60578518446236,0.590859776789282,1.77792508740982,0.229135794226906,0.605100600889822,0.11728684468757
1.21394621052061,-0.990642280448131,0.451211496936575,2.10008016682367,0.504072654305322,0.47079401727409,0.2039614490102
1.72050395605292,4.36916443171387,0.518436348806693,1.85495666093999,0.668433275033201,0.410260414594941,0.174308128831828
2.13562193907743,-3.61078940230552,0.683059499797416,2.17450637680106,0.15909802460856,0.407456624485339,0.181328793226254
1.30329875706705,-2.85155411316221,0.520829125840615,0.982721999240345,0.223344342715521,0.446146518957785,0.215294444122753
0.721943931751154,-3.97697462622083,0.450940791830138,0.491076875225659,0.617309323460902,0.11062309162585,0.178648532129255
1.93443788414521,-1.1428111495654,0.471031400957729,2.5915874651521,0.184793611444389,0.426844867015668,0.171258930525078
1.57897460440534,-1.70646170815808,0.5084643339794,1.99709864474682,0.531685270531694,0.438095214595377,0.165004540571705
1.63484442225597,0.636840590622311,0.542911575641481,1.25990913720176,0.226043292759419,0.415444688499616,0.178114889127969
1.72218252204246,1.11891317894266,0.430812378912744,1.06349412460734,0.483468532865629,0.207936049687965,0.158470886372487
1.51404412528897,-1.1084195522462,0.511678838261466,0.669986648428269,0.239560679732684,0.465759186477916,0.0350185655969676
0.899433735248042,2.98724961182811,0.50678583959401,1.6657899867837,0.320714822068939,0.198667633637451,0.251201072774351
0.770603798899535,-0.635422269021278,0.217153695222884,0.343302643393587,0.0664375094051915,0.430379764708765,0.23415190662711
0.950268357571286,-1.41723741447352,0.487688057297562,2.32238851326947,0.257474629830247,0.296538860362437,0.168882778869102
1.2224752854334,-1.40369350971633,0.554343947365175,2.25422141511655,0.456826996383206,0.41865689717432,0.0751264739384527
1.85819260463131,2.16429362772712,0.569065528704452,0.970220055024415,0.220990034510911,0.630499391790978,0.202739028002248
1.66709870733374,1.00428528199703,0.504002544089602,1.10435615702969,0.475875341504768,0.49249668123538,0.542742435351726
1.75915147699789,0.830035339621013,0.492180138198769,0.553736634882164,0.372641429522133,0.28868379967299,0.16335743520374
0.971887067350074,2.80187354280411,0.485173773844909,1.45342382618708,0.3210972310479,0.289378939876823,0.134757575968751
1.03942753889486,-2.36807894423758,0.501725604276246,2.15589878954939,0.308592488378644,0.0999745233282977,0.19609972650312
2.21893207550681,-0.31048510180702,0.499808422654638,0.967322202400065,0.029714399876665,0.458135141526841,0.114232336817762
0.906763606594592,2.49326681383408,0.57003172064508,0.66167937909651,0.743234999858137,0.45734258283914,1.56928658821942
1.53561793260694,-2.30716531774589,0.393485098254008,1.56541749523495,0.624444176552164,0.398466769462755,0.174577179357665
1.28093963962584,-0.031974052746224,0.522644970770023,0.783175652632532,0.182063266851175,0.468787192308195,0.13365062167198
1.61769829693778,-0.508904156700014,0.485014713115069,0.924374121475537,0.515997869515555,0.614971453382536,0.203794904252545
1.57930527530944,-1.75371252279658,0.49462654329072,3.26054055587325,0.23196202862155,0.447040446258068,0.206832286350797
